Name,Sex,Team,NOC,Year,City,Type,Sport,Event,Medal,Sport ID,Type.1
Tams Wichmann,M,Hungary,HUN,1972,Munich,Water Sports,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Silver,17,Water Sports
Tams Wichmann,M,Hungary,HUN,1976,Montreal,Water Sports,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Bronze,17,Water Sports
Emil (hermansson-),M,Sweden,SWE,1924,Paris,Athletics,Athletics,"Athletics Men's 5,000 metres",Bronze,7,Athletics
Emil (hermansson-),M,Sweden,SWE,1924,Paris,Athletics,Athletics,"Athletics Men's 10,000 metres",Silver,7,Athletics
Emil (hermansson-),M,Sweden,SWE,1928,Amsterdam,Athletics,Athletics,"Athletics Men's 5,000 metres",Bronze,7,Athletics
Emil (hermansson-),M,Sweden,SWE,1928,Amsterdam,Athletics,Athletics,"Athletics Men's 10,000 metres",Bronze,7,Athletics
Erica Wiebe,F,Canada,CAN,2016,Rio de Janeiro,Combat Sports,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Gold,73,Combat Sports
Jrgen Wiefel,M,East Germany,GDR,1976,Montreal,Weapon Sports,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",Silver,56,Weapon Sports
Jrgen Wiefel,M,East Germany,GDR,1980,Moskva,Weapon Sports,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",Silver,56,Weapon Sports
Frank Wiegand,M,Germany,GER,1964,Tokyo,Water Sports,Swimming,Swimming Men's 400 metres Freestyle,Silver,61,Water Sports
Geertje Wielema,F,Netherlands,NED,1952,Helsinki,Water Sports,Swimming,Swimming Women's 100 metres Backstroke,Silver,61,Water Sports
Frank Wieneke,M,West Germany,FRG,1984,Los Angeles,Combat Sports,Judo,Judo Men's Half-Middleweight,Gold,41,Combat Sports
Frank Wieneke,M,West Germany,FRG,1988,Seoul,Combat Sports,Judo,Judo Men's Half-Middleweight,Silver,41,Combat Sports
Henri Wienese,M,Netherlands,NED,1968,Mexico City,Water Sports,Rowing,Rowing Men's Single Sculls,Gold,52,Water Sports
Kazimierz Wierzyski,M,Poland,POL,1928,Amsterdam,Artistic Sports,Art Competitions,"Art Competitions Mixed Literature, Lyric Works",Gold,4,Artistic Sports
Roland Wieser,M,East Germany,GDR,1980,Moskva,Athletics,Athletics,Athletics Men's 20 kilometres Walk,Bronze,7,Athletics
Karl Wieslander,M,Sweden,SWE,1912,Stockholm,Athletics,Athletics,Athletics Men's Decathlon,Gold,7,Athletics
Kenneth Wiesner,M,United States,USA,1952,Helsinki,Athletics,Athletics,Athletics Men's High Jump,Silver,7,Athletics
Agnieszka Wieszczek-kordus,F,Poland,POL,2008,Beijing,Combat Sports,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Bronze,73,Combat Sports
Lones Jr.,M,United States,USA,1964,Tokyo,Weapon Sports,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold,56,Weapon Sports
Lones Jr.,M,United States,USA,1964,Tokyo,Weapon Sports,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Silver,56,Weapon Sports
Lones Jr.,M,United States,USA,1972,Munich,Weapon Sports,Shooting,"Shooting Mixed Free Rifle, Three Positions, 300 metres",Gold,56,Weapon Sports
Bradley Wiggins,M,Great Britain,GBR,2004,Athina,Cycling Sports,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Gold,20,Cycling Sports
Bradley Wiggins,M,Great Britain,GBR,2008,Beijing,Cycling Sports,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Gold,20,Cycling Sports
Bradley Wiggins,M,Great Britain,GBR,2012,London,Cycling Sports,Cycling,Cycling Men's Individual Time Trial,Gold,20,Cycling Sports
Hazel (hotchkiss-),F,United States-1,USA,1924,Paris,Racket Sports,Tennis,Tennis Mixed Doubles,Gold,65,Racket Sports
Hazel (hotchkiss-),F,United States-1,USA,1924,Paris,Racket Sports,Tennis,Tennis Women's Doubles,Gold,65,Racket Sports
Cornelis Wijdekop,M,Netherlands,NED,1936,Berlin,Water Sports,Canoeing,"Canoeing Men's Folding Kayak Doubles, 10 kilometres",Bronze,17,Water Sports
Volmar Wikstrm,M,Finland,FIN,1924,Paris,Combat Sports,Wrestling,"Wrestling Men's Lightweight, Freestyle",Silver,73,Combat Sports
Doreen (hansen-),F,United States,USA,1972,Munich,Weapon Sports,Archery,Archery Women's Individual,Gold,3,Weapon Sports
Deontay Wilder,M,United States,USA,2008,Beijing,Combat Sports,Boxing,Boxing Men's Heavyweight,Bronze,13,Combat Sports
Anthony Wilding,M,Australasia,ANZ,1912,Stockholm,Racket Sports,Tennis,"Tennis Men's Singles, Covered Courts",Bronze,65,Racket Sports
Erik Wiln,M,Finland,FIN,1924,Paris,Athletics,Athletics,Athletics Men's 400 metres Hurdles,Silver,7,Athletics
George Wiley,M,United States,USA,1904,St. Louis,Cycling Sports,Cycling,Cycling Men's 5 mile,Silver,20,Cycling Sports
George Wiley,M,United States,USA,1904,St. Louis,Cycling Sports,Cycling,Cycling Men's 25 mile,Bronze,20,Cycling Sports
Mildred (-dee),F,United States,USA,1928,Amsterdam,Athletics,Athletics,Athletics Women's High Jump,Bronze,7,Athletics
Josef Wilhelm,M,Switzerland,SUI,1924,Paris,Gymnastics,Gymnastics,Gymnastics Men's Pommelled Horse,Gold,36,Gymnastics
Thomas Wilkens,M,United States,USA,2000,Sydney,Water Sports,Swimming,Swimming Men's 200 metres Individual Medley,Bronze,61,Water Sports
Rodney Wilkes,M,Trinidad and Tobago,TTO,1948,London,Endurance Sports,Weightlifting,Weightlifting Men's Featherweight,Silver,72,Endurance Sports
Rodney Wilkes,M,Trinidad and Tobago,TTO,1952,Helsinki,Endurance Sports,Weightlifting,Weightlifting Men's Featherweight,Bronze,72,Endurance Sports
David Wilkie,M,Great Britain,GBR,1972,Munich,Water Sports,Swimming,Swimming Men's 200 metres Breaststroke,Silver,61,Water Sports
David Wilkie,M,Great Britain,GBR,1976,Montreal,Water Sports,Swimming,Swimming Men's 100 metres Breaststroke,Silver,61,Water Sports
David Wilkie,M,Great Britain,GBR,1976,Montreal,Water Sports,Swimming,Swimming Men's 200 metres Breaststroke,Gold,61,Water Sports
David Wilkins,M,Ireland,IRL,1980,Moskva,Other Traditional Sports,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Silver,55,Other Traditional Sports
Louis Wilkins,M,United States,USA,1904,St. Louis,Athletics,Athletics,Athletics Men's Pole Vault,Bronze,7,Athletics
Mac Wilkins,M,United States,USA,1976,Montreal,Athletics,Athletics,Athletics Men's Discus Throw,Gold,7,Athletics
Mac Wilkins,M,United States,USA,1984,Los Angeles,Athletics,Athletics,Athletics Men's Discus Throw,Silver,7,Athletics
Laura (-hulseman),F,United States,USA,2000,Sydney,Water Sports,Diving,Diving Women's Platform,Gold,29,Water Sports
Mary (-heckel),F,United States,USA,1964,Tokyo,Water Sports,Diving,Diving Women's Springboard,Bronze,29,Water Sports
Elisabeth Willeboordse,F,Netherlands,NED,2008,Beijing,Combat Sports,Judo,Judo Women's Half-Middleweight,Bronze,41,Combat Sports
Jacobus Willems,M,Netherlands,NED,1924,Paris,Cycling Sports,Cycling,Cycling Men's 50 kilometres,Gold,20,Cycling Sports
Archibald Williams,M,United States,USA,1936,Berlin,Athletics,Athletics,Athletics Men's 400 metres,Gold,7,Athletics
John Williams,M,United States,USA,1972,Munich,Weapon Sports,Archery,Archery Men's Individual,Gold,3,Weapon Sports
Lauryn Williams,F,United States,USA,2004,Athina,Athletics,Athletics,Athletics Women's 100 metres,Silver,7,Athletics
Lynn (kanuka-),F,Canada,CAN,1984,Los Angeles,Athletics,Athletics,"Athletics Women's 3,000 metres",Bronze,7,Athletics
Percy Williams,M,Canada,CAN,1928,Amsterdam,Athletics,Athletics,Athletics Men's 100 metres,Gold,7,Athletics
Percy Williams,M,Canada,CAN,1928,Amsterdam,Athletics,Athletics,Athletics Men's 200 metres,Gold,7,Athletics
Randel Williams,M,United States,USA,1972,Munich,Athletics,Athletics,Athletics Men's Long Jump,Gold,7,Athletics
Randel Williams,M,United States,USA,1976,Montreal,Athletics,Athletics,Athletics Men's Long Jump,Silver,7,Athletics
Robert Jr.,M,United States,USA,1904,St. Louis,Weapon Sports,Archery,Archery Men's Double American Round,Silver,3,Weapon Sports
Robert Jr.,M,United States,USA,1904,St. Louis,Weapon Sports,Archery,Archery Men's Double York Round,Silver,3,Weapon Sports
Serena Williams,F,United States,USA,2000,Sydney,Racket Sports,Tennis,Tennis Women's Doubles,Gold,65,Racket Sports
Serena Williams,F,United States-2,USA,2008,Beijing,Racket Sports,Tennis,Tennis Women's Doubles,Gold,65,Racket Sports
Serena Williams,F,United States,USA,2012,London,Racket Sports,Tennis,Tennis Women's Singles,Gold,65,Racket Sports
Serena Williams,F,United States-1,USA,2012,London,Racket Sports,Tennis,Tennis Women's Doubles,Gold,65,Racket Sports
Shericka Williams,F,Jamaica,JAM,2008,Beijing,Athletics,Athletics,Athletics Women's 400 metres,Silver,7,Athletics
Susan (bartholomew-),F,United States,USA,2004,Athina,Endurance Sports,Triathlon,Triathlon Women's Olympic Distance,Bronze,68,Endurance Sports
Venus Williams,F,United States,USA,2000,Sydney,Racket Sports,Tennis,Tennis Women's Singles,Gold,65,Racket Sports
Wendy (-champion),F,United States,USA,1988,Seoul,Water Sports,Diving,Diving Women's Platform,Bronze,29,Water Sports
Yvette (-corlett),F,New Zealand,NZL,1952,Helsinki,Athletics,Athletics,Athletics Women's Long Jump,Gold,7,Athletics
Bernard Iii,M,United States,USA,2004,Athina,Athletics,Athletics,Athletics Men's 200 metres,Silver,7,Athletics
Ricardo Jr.,M,United States,USA,2000,Sydney,Combat Sports,Boxing,Boxing Men's Light-Welterweight,Silver,13,Combat Sports
Tonique Williams-darling,F,Bahamas,BAH,2004,Athina,Athletics,Athletics,Athletics Women's 400 metres,Gold,7,Athletics
Alison (-conaghan),F,Great Britain,GBR,2004,Athina,Weapon Sports,Archery,Archery Women's Individual,Bronze,3,Weapon Sports
Audrey (-mitchell),F,Great Britain,GBR,1948,London,Athletics,Athletics,Athletics Women's 200 metres,Silver,7,Athletics
Louis Williquet,M,Belgium,BEL,1920,Antwerpen,Endurance Sports,Weightlifting,Weightlifting Men's Lightweight,Silver,72,Endurance Sports
Nicholas Willis,M,New Zealand,NZL,2008,Beijing,Athletics,Athletics,"Athletics Men's 1,500 metres",Silver,7,Athletics
Nicholas Willis,M,New Zealand,NZL,2016,Rio de Janeiro,Athletics,Athletics,"Athletics Men's 1,500 metres",Bronze,7,Athletics
Anthony Willis,M,Great Britain,GBR,1980,Moskva,Combat Sports,Boxing,Boxing Men's Light-Welterweight,Bronze,13,Combat Sports
Sam Willoughby,M,Australia,AUS,2012,London,Cycling Sports,Cycling,Cycling Men's BMX,Silver,20,Cycling Sports
Helen -roark),F,United States,USA,1924,Paris,Racket Sports,Tennis,Tennis Women's Singles,Gold,65,Racket Sports
Jan Wils,M,Netherlands,NED,1928,Amsterdam,Artistic Sports,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",Gold,4,Artistic Sports
Alexander Wilson,M,Canada,CAN,1932,Los Angeles,Athletics,Athletics,Athletics Men's 400 metres,Bronze,7,Athletics
Alexander Wilson,M,Canada,CAN,1932,Los Angeles,Athletics,Athletics,Athletics Men's 800 metres,Silver,7,Athletics
David Wilson,M,United States,USA,1984,Los Angeles,Water Sports,Swimming,Swimming Men's 100 metres Backstroke,Silver,61,Water Sports
Deborah Wilson,F,United States,USA,1976,Montreal,Water Sports,Diving,Diving Women's Platform,Bronze,29,Water Sports
Harold Wilson,M,Great Britain,GBR,1908,London,Athletics,Athletics,"Athletics Men's 1,500 metres",Silver,7,Athletics
George Wilson,M,United States,USA,1936,Berlin,Combat Sports,Boxing,Boxing Men's Bantamweight,Silver,13,Combat Sports
James Wilson,M,Great Britain,GBR,1920,Antwerpen,Athletics,Athletics,"Athletics Men's 10,000 metres",Bronze,7,Athletics
Nile Wilson,M,Great Britain,GBR,2016,Rio de Janeiro,Gymnastics,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze,36,Gymnastics
Peter Wilson,M,Great Britain,GBR,2012,London,Weapon Sports,Shooting,Shooting Men's Double Trap,Gold,56,Weapon Sports
Ralph Wilson,M,United States,USA,1904,St. Louis,Gymnastics,Gymnastics,Gymnastics Men's Club Swinging,Bronze,36,Gymnastics
Shelby Wilson,M,United States,USA,1960,Roma,Combat Sports,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold,73,Combat Sports
Walter Winans,M,United States,USA,1908,London,Weapon Sports,Shooting,"Shooting Men's Running Target, Double Shot",Gold,56,Weapon Sports
Walter Winans,M,United States,USA,1912,Stockholm,Artistic Sports,Art Competitions,Art Competitions Mixed Sculpturing,Gold,4,Artistic Sports
Ruth (legh-),F,Great Britain,GBR,1908,London,Racket Sports,Tennis,Tennis Women's Singles,Bronze,65,Racket Sports
Henning Wind,M,Denmark,DEN,1964,Tokyo,Other Traditional Sports,Sailing,Sailing Mixed One Person Dinghy,Bronze,55,Other Traditional Sports
Graham Windeatt,M,Australia,AUS,1972,Munich,Water Sports,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver,61,Water Sports
Robert Windle,M,Australia,AUS,1964,Tokyo,Water Sports,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold,61,Water Sports
Jerry Winholtz,M,United States,USA,1904,St. Louis,Combat Sports,Wrestling,"Wrestling Men's Welterweight, Freestyle",Bronze,73,Combat Sports
Hans Winkler,M,Germany,GER,1956,Stockholm,Equestrian,Equestrianism,"Equestrianism Mixed Jumping, Individual",Gold,31,Equestrian
Charles Winslow,M,South Africa,RSA,1912,Stockholm,Racket Sports,Tennis,Tennis Men's Singles,Gold,65,Racket Sports
Charles Winslow,M,South Africa,RSA,1920,Antwerpen,Racket Sports,Tennis,Tennis Men's Singles,Bronze,65,Racket Sports
Arthur Wint,M,Jamaica,JAM,1948,London,Athletics,Athletics,Athletics Men's 400 metres,Gold,7,Athletics
Arthur Wint,M,Jamaica,JAM,1948,London,Athletics,Athletics,Athletics Men's 800 metres,Silver,7,Athletics
Arthur Wint,M,Jamaica,JAM,1952,Helsinki,Athletics,Athletics,Athletics Men's 800 metres,Silver,7,Athletics
John Winter,M,Australia,AUS,1948,London,Athletics,Athletics,Athletics Men's High Jump,Gold,7,Athletics
Anthony Winter,M,Australia,AUS,1924,Paris,Athletics,Athletics,Athletics Men's Triple Jump,Gold,7,Athletics
Henri Winter,M,France,FRA,1932,Los Angeles,Athletics,Athletics,Athletics Men's Discus Throw,Bronze,7,Athletics
Frederick Winters,M,United States,USA,1904,St. Louis,Endurance Sports,Weightlifting,Weightlifting Men's All-Around Dumbbell Contest,Silver,72,Endurance Sports
Ardy Wiranata,M,Indonesia,INA,1992,Barcelona,Racket Sports,Badminton,Badminton Men's Singles,Silver,8,Racket Sports
Arlee Wiratthaworn,F,Thailand,THA,2004,Athina,Endurance Sports,Weightlifting,Weightlifting Women's Flyweight,Bronze,72,Endurance Sports
Kurt (virtanen-),M,Finland,FIN,1948,London,Water Sports,Canoeing,"Canoeing Men's Kayak Singles, 10,000 metres",Silver,17,Water Sports
Konrad Wirnhier,M,West Germany,FRG,1968,Mexico City,Weapon Sports,Shooting,Shooting Mixed Skeet,Bronze,56,Weapon Sports
Konrad Wirnhier,M,West Germany,FRG,1972,Munich,Weapon Sports,Shooting,Shooting Mixed Skeet,Gold,56,Weapon Sports
Rosemarie Witschas-ackermann,F,East Germany,GDR,1976,Montreal,Athletics,Athletics,Athletics Women's High Jump,Gold,7,Athletics
Henry Wittenberg,M,United States,USA,1948,London,Combat Sports,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold,73,Combat Sports
Henry Wittenberg,M,United States,USA,1952,Helsinki,Combat Sports,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Silver,73,Combat Sports
Sndor Wladr,M,Hungary,HUN,1980,Moskva,Water Sports,Swimming,Swimming Men's 200 metres Backstroke,Gold,61,Water Sports
Anita Wodarczyk,F,Poland,POL,2012,London,Athletics,Athletics,Athletics Women's Hammer Throw,Silver,7,Athletics
Anita Wodarczyk,F,Poland,POL,2016,Rio de Janeiro,Athletics,Athletics,Athletics Women's Hammer Throw,Gold,7,Athletics
Maja Woszczowska,F,Poland,POL,2008,Beijing,Cycling Sports,Cycling,"Cycling Women's Mountainbike, Cross-Country",Silver,20,Cycling Sports
Maja Woszczowska,F,Poland,POL,2016,Rio de Janeiro,Cycling Sports,Cycling,"Cycling Women's Mountainbike, Cross-Country",Silver,20,Cycling Sports
Sigrun (ludwigs-),F,East Germany,GDR,1988,Seoul,Athletics,Athletics,Athletics Women's 800 metres,Gold,7,Athletics
Hans-Otto Woellke,M,Germany,GER,1936,Berlin,Athletics,Athletics,Athletics Men's Shot Put,Gold,7,Athletics
Richard Wohlhuter,M,United States,USA,1976,Montreal,Athletics,Athletics,Athletics Men's 800 metres,Bronze,7,Athletics
Andr Wohllebe,M,East Germany,GDR,1988,Seoul,Water Sports,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze,17,Water Sports
Jrg Woithe,M,East Germany,GDR,1980,Moskva,Water Sports,Swimming,Swimming Men's 100 metres Freestyle,Gold,61,Water Sports
Artur Wojdat,M,Poland,POL,1988,Seoul,Water Sports,Swimming,Swimming Men's 400 metres Freestyle,Bronze,61,Water Sports
Mamo Wolde,M,Ethiopia,ETH,1968,Mexico City,Athletics,Athletics,"Athletics Men's 10,000 metres",Silver,7,Athletics
Mamo Wolde,M,Ethiopia,ETH,1968,Mexico City,Athletics,Athletics,Athletics Men's Marathon,Gold,7,Athletics
Mamo Wolde,M,Ethiopia,ETH,1972,Munich,Athletics,Athletics,Athletics Men's Marathon,Bronze,7,Athletics
Million Wolde,M,Ethiopia,ETH,2000,Sydney,Athletics,Athletics,"Athletics Men's 5,000 metres",Gold,7,Athletics
Merrill Wolfe,M,United States,USA,1932,Los Angeles,Gymnastics,Gymnastics,Gymnastics Men's Tumbling,Gold,36,Gymnastics
Klaus Wolfermann,M,West Germany,FRG,1972,Munich,Athletics,Athletics,Athletics Men's Javelin Throw,Gold,7,Athletics
Ren Wolff,M,Germany,GER,2004,Athina,Cycling Sports,Cycling,Cycling Men's Sprint,Bronze,20,Cycling Sports
Paea Wolfgramm,M,Tonga,TGA,1996,Atlanta,Combat Sports,Boxing,Boxing Men's Super-Heavyweight,Silver,13,Combat Sports
Manfred Wolke,M,East Germany,GDR,1968,Mexico City,Combat Sports,Boxing,Boxing Men's Welterweight,Gold,13,Combat Sports
Ryszard Wolny,M,Poland,POL,1996,Atlanta,Combat Sports,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold,73,Combat Sports
Johannes Wlpert,M,Germany,GER,1928,Amsterdam,Endurance Sports,Weightlifting,Weightlifting Men's Featherweight,Bronze,72,Endurance Sports
Johannes Wlpert,M,Germany,GER,1932,Los Angeles,Endurance Sports,Weightlifting,Weightlifting Men's Featherweight,Silver,72,Endurance Sports
Won Ok-im,F,North Korea,PRK,2008,Beijing,Combat Sports,Judo,Judo Women's Half-Middleweight,Bronze,41,Combat Sports
Panipak Wongpattanakit,F,Thailand,THA,2016,Rio de Janeiro,Combat Sports,Taekwondo,Taekwondo Women's Flyweight,Bronze,64,Combat Sports
Allan Wood,M,Australia,AUS,1964,Tokyo,Water Sports,Swimming,Swimming Men's 400 metres Freestyle,Bronze,61,Water Sports
Allan Wood,M,Australia,AUS,1964,Tokyo,Water Sports,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze,61,Water Sports
John Wood,M,Canada,CAN,1976,Montreal,Water Sports,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Silver,17,Water Sports
Mervyn Wood,M,Australia,AUS,1948,London,Water Sports,Rowing,Rowing Men's Single Sculls,Gold,52,Water Sports
Mervyn Wood,M,Australia,AUS,1952,Helsinki,Water Sports,Rowing,Rowing Men's Single Sculls,Silver,52,Water Sports
William Wood,M,Great Britain,GBR,1908,London,Combat Sports,Wrestling,"Wrestling Men's Lightweight, Freestyle",Silver,73,Combat Sports
Margaret (-presley),F,United States,USA,1920,Antwerpen,Water Sports,Swimming,Swimming Women's 300 metres Freestyle,Silver,61,Water Sports
Todd Woodbridge,M,Australia,AUS,1996,Atlanta,Racket Sports,Tennis,Tennis Men's Doubles,Gold,65,Racket Sports
Todd Woodbridge,M,Australia,AUS,2000,Sydney,Racket Sports,Tennis,Tennis Men's Doubles,Silver,65,Racket Sports
Richard Woodhall,M,Great Britain,GBR,1988,Seoul,Combat Sports,Boxing,Boxing Men's Light-Middleweight,Bronze,13,Combat Sports
Cynthia -brennan),F,United States,USA,1984,Los Angeles,Water Sports,Swimming,Swimming Women's 200 metres Freestyle,Silver,61,Water Sports
Robert Woodhouse,M,Australia,AUS,1984,Los Angeles,Water Sports,Swimming,Swimming Men's 400 metres Individual Medley,Bronze,61,Water Sports
Allen Woodring,M,United States,USA,1920,Antwerpen,Athletics,Athletics,Athletics Men's 200 metres,Gold,7,Athletics
Martyn Woodroffe,M,Great Britain,GBR,1968,Mexico City,Water Sports,Swimming,Swimming Men's 200 metres Butterfly,Silver,61,Water Sports
John Woodruff,M,United States,USA,1936,Berlin,Athletics,Athletics,Athletics Men's 800 metres,Gold,7,Athletics
Dean Woods,M,Australia,AUS,1988,Seoul,Cycling Sports,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Silver,20,Cycling Sports
George Woods,M,United States,USA,1968,Mexico City,Athletics,Athletics,Athletics Men's Shot Put,Silver,7,Athletics
George Woods,M,United States,USA,1972,Munich,Athletics,Athletics,Athletics Men's Shot Put,Silver,7,Athletics
Danielle Woodward,F,Australia,AUS,1992,Barcelona,Water Sports,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Silver,17,Water Sports
David Wottle,M,United States,USA,1972,Munich,Athletics,Athletics,Athletics Men's 800 metres,Gold,7,Athletics
